county,office,district,candidate,party,precinct,,,early_voting,election_day,votes
Brewster,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,2,,Early,95,62,157
Brewster,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,3,,Early,3,15,18
Brewster,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,3,,Early,4,30,34
Brewster,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,4,,Early,18,18,36
Brewster,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,4,,Early,67,62,129
Brewster,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,5,,Early,1,1,2
Brewster,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,5,,Early,2,8,10
Brewster,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,6,,Early,12,21,33
Brewster,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,6,,Early,25,54,79
Brewster,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,7,,Early,0,4,4
Brewster,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,7,,Early,8,13,21
Brewster,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,8,,Early,6,3,9
Brewster,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,8,,Early,35,39,74
Brewster,Railroad Commissioner,,Christopher Cornell Spellmon,DEM,1,,Early,57,36,93
Brewster,Railroad Commissioner,,Roman James Alfred McAllen,DEM,1,,Early,64,45,109
Brewster,Railroad Commissioner,,Christopher Cornell Spellmon,DEM,2,,Early,64,27,91
Brewster,Railroad Commissioner,,Roman James Alfred McAllen,DEM,2,,Early,58,48,106
Brewster,Railroad Commissioner,,Christopher Cornell Spellmon,DEM,3,,Early,4,18,22
Brewster,Railroad Commissioner,,Roman James Alfred McAllen,DEM,3,,Early,3,23,26
Brewster,Railroad Commissioner,,Christopher Cornell Spellmon,DEM,4,,Early,32,31,63
Brewster,Railroad Commissioner,,Roman James Alfred McAllen,DEM,4,,Early,52,47,99
Brewster,Railroad Commissioner,,Christopher Cornell Spellmon,DEM,5,,Early,0,6,6
Brewster,Railroad Commissioner,,Roman James Alfred McAllen,DEM,5,,Early,2,2,4
Brewster,Railroad Commissioner,,Christopher Cornell Spellmon,DEM,6,,Early,15,36,51
Brewster,Railroad Commissioner,,Roman James Alfred McAllen,DEM,6,,Early,18,36,54
Brewster,Railroad Commissioner,,Christopher Cornell Spellmon,DEM,7,,Early,6,7,13
Brewster,Railroad Commissioner,,Roman James Alfred McAllen,DEM,7,,Early,2,9,11
Brewster,Railroad Commissioner,,Christopher Cornell Spellmon,DEM,8,,Early,16,15,31
Brewster,Railroad Commissioner,,Roman James Alfred McAllen,DEM,8,,Early,24,25,49
Brewster,U.S. House,23,Angela Ann Villescaz,DEM,1,,Early,6,4,10
Brewster,U.S. House,23,Gina Maria Ortiz Jones,DEM,1,,Early,77,64,141
Brewster,U.S. House,23,Harry Jay Hulings,DEM,1,,Early,28,14,42
Brewster,U.S. House,23,Judith Ann Canales,DEM,1,,Early,7,3,10
Brewster,U.S. House,23,Ricardo Jose Trevio,DEM,1,,Early,11,9,20
Brewster,U.S. House,23,Angela Ann Villescaz,DEM,2,,Early,5,4,9
Brewster,U.S. House,23,Gina Maria Ortiz Jones,DEM,2,,Early,78,58,136
Brewster,U.S. House,23,Harry Jay Hulings,DEM,2,,Early,28,15,43
Brewster,U.S. House,23,Judith Ann Canales,DEM,2,,Early,9,3,12
Brewster,U.S. House,23,Ricardo Jose Trevio,DEM,2,,Early,21,10,31
Brewster,U.S. House,23,Angela Ann Villescaz,DEM,3,,Early,0,2,2
Brewster,U.S. House,23,Gina Maria Ortiz Jones,DEM,3,,Early,5,30,35
Brewster,U.S. House,23,Harry Jay Hulings,DEM,3,,Early,2,8,10
Brewster,U.S. House,23,Judith Ann Canales,DEM,3,,Early,0,0,0
Brewster,U.S. House,23,Ricardo Jose Trevio,DEM,3,,Early,2,10,12
Brewster,U.S. House,23,Angela Ann Villescaz,DEM,4,,Early,6,6,12
Brewster,U.S. House,23,Gina Maria Ortiz Jones,DEM,4,,Early,64,60,124
Brewster,U.S. House,23,Harry Jay Hulings,DEM,4,,Early,12,11,23
Brewster,U.S. House,23,Judith Ann Canales,DEM,4,,Early,10,2,12
Brewster,U.S. House,23,Ricardo Jose Trevio,DEM,4,,Early,8,11,19
Brewster,U.S. House,23,Angela Ann Villescaz,DEM,5,,Early,1,1,2
Brewster,U.S. House,23,Gina Maria Ortiz Jones,DEM,5,,Early,0,9,9
Brewster,U.S. House,23,Harry Jay Hulings,DEM,5,,Early,1,0,1
Brewster,U.S. House,23,Judith Ann Canales,DEM,5,,Early,0,0,0
Brewster,U.S. House,23,Ricardo Jose Trevio,DEM,5,,Early,1,3,4
Brewster,U.S. House,23,Angela Ann Villescaz,DEM,6,,Early,6,6,12
Brewster,U.S. House,23,Gina Maria Ortiz Jones,DEM,6,,Early,24,55,79
Brewster,U.S. House,23,Harry Jay Hulings,DEM,6,,Early,5,7,12
Brewster,U.S. House,23,Judith Ann Canales,DEM,6,,Early,1,6,7
Brewster,U.S. House,23,Ricardo Jose Trevio,DEM,6,,Early,4,18,22
Brewster,U.S. House,23,Angela Ann Villescaz,DEM,7,,Early,1,2,3
Brewster,U.S. House,23,Gina Maria Ortiz Jones,DEM,7,,Early,9,15,24
Brewster,U.S. House,23,Harry Jay Hulings,DEM,7,,Early,0,4,4
Brewster,U.S. House,23,Judith Ann Canales,DEM,7,,Early,0,0,0
Brewster,U.S. House,23,Ricardo Jose Trevio,DEM,7,,Early,0,3,3
Brewster,U.S. House,23,Angela Ann Villescaz,DEM,8,,Early,2,4,6
Brewster,U.S. House,23,Gina Maria Ortiz Jones,DEM,8,,Early,33,33,66
Brewster,U.S. House,23,Harry Jay Hulings,DEM,8,,Early,9,5,14
Brewster,U.S. House,23,Judith Ann Canales,DEM,8,,Early,2,1,3
Brewster,U.S. House,23,Ricardo Jose Trevio,DEM,8,,Early,5,7,12
Brewster,Comptroller of Public Accounts,,Joi Lynne Chevalier,DEM,1,,Early,60,39,99
Brewster,Comptroller of Public Accounts,,Timothy Raymond Mahoney,DEM,1,,Early,60,43,103
Brewster,Comptroller of Public Accounts,,Joi Lynne Chevalier,DEM,2,,Early,66,43,109
Brewster,Comptroller of Public Accounts,,Timothy Raymond Mahoney,DEM,2,,Early,57,33,90
Brewster,Comptroller of Public Accounts,,Joi Lynne Chevalier,DEM,3,,Early,4,26,30
Brewster,Comptroller of Public Accounts,,Timothy Raymond Mahoney,DEM,3,,Early,3,14,17
Brewster,Comptroller of Public Accounts,,Joi Lynne Chevalier,DEM,4,,Early,45,47,92
Brewster,Comptroller of Public Accounts,,Timothy Raymond Mahoney,DEM,4,,Early,41,30,71
Brewster,Comptroller of Public Accounts,,Joi Lynne Chevalier,DEM,5,,Early,1,7,8
Brewster,Comptroller of Public Accounts,,Timothy Raymond Mahoney,DEM,5,,Early,1,3,4
Brewster,Comptroller of Public Accounts,,Joi Lynne Chevalier,DEM,6,,Early,21,36,57
Brewster,Comptroller of Public Accounts,,Timothy Raymond Mahoney,DEM,6,,Early,15,36,51
Brewster,Comptroller of Public Accounts,,Joi Lynne Chevalier,DEM,7,,Early,5,11,16
Brewster,Comptroller of Public Accounts,,Timothy Raymond Mahoney,DEM,7,,Early,3,5,8
Brewster,Comptroller of Public Accounts,,Joi Lynne Chevalier,DEM,8,,Early,15,16,31
Brewster,Comptroller of Public Accounts,,Timothy Raymond Mahoney,DEM,8,,Early,22,25,47
Brewster,Governor,,Adrian Ocegueda,DEM,1,,Early,2,2,4
Brewster,Governor,,"Cedric Wayne Davis, Sr.",DEM,1,,Early,5,3,8
Brewster,Governor,,Grady Yarbrough,DEM,1,,Early,18,18,36
Brewster,Governor,,Guadalupe Valdez,DEM,1,,Early,51,33,84
Brewster,Governor,,James Jolly Clark,DEM,1,,Early,2,2,4
Brewster,Governor,,Jeffrey Alan Payne,DEM,1,,Early,8,2,10
Brewster,Governor,,Joseph William Mumbach,DEM,1,,Early,4,0,4
Brewster,Governor,,Robert Andrew  White,DEM,1,,Early,30,16,46
Brewster,Governor,,Thomas John Wakely,DEM,1,,Early,5,9,14
Brewster,Governor,,Adrian Ocegueda,DEM,2,,Early,5,4,9
Brewster,Governor,,"Cedric Wayne Davis, Sr.",DEM,2,,Early,3,1,4
Brewster,Governor,,Grady Yarbrough,DEM,2,,Early,16,16,32
Brewster,Governor,,Guadalupe Valdez,DEM,2,,Early,65,44,109
Brewster,Governor,,James Jolly Clark,DEM,2,,Early,0,2,2
Brewster,Governor,,Jeffrey Alan Payne,DEM,2,,Early,4,5,9
Brewster,Governor,,Joseph William Mumbach,DEM,2,,Early,1,0,1
Brewster,Governor,,Robert Andrew  White,DEM,2,,Early,34,11,45
Brewster,Governor,,Thomas John Wakely,DEM,2,,Early,0,5,5
Brewster,Governor,,Adrian Ocegueda,DEM,3,,Early,0,1,1
Brewster,Governor,,"Cedric Wayne Davis, Sr.",DEM,3,,Early,0,2,2
Brewster,Governor,,Grady Yarbrough,DEM,3,,Early,0,3,3
Brewster,Governor,,Guadalupe Valdez,DEM,3,,Early,3,24,27
Brewster,Governor,,James Jolly Clark,DEM,3,,Early,0,0,0
Brewster,Governor,,Jeffrey Alan Payne,DEM,3,,Early,0,2,2
Brewster,Governor,,Joseph William Mumbach,DEM,3,,Early,0,0,0
Brewster,Governor,,Robert Andrew  White,DEM,3,,Early,5,12,17
Brewster,Governor,,Thomas John Wakely,DEM,3,,Early,1,4,5
Brewster,Governor,,Adrian Ocegueda,DEM,4,,Early,4,4,8
Brewster,Governor,,"Cedric Wayne Davis, Sr.",DEM,4,,Early,5,3,8
Brewster,Governor,,Grady Yarbrough,DEM,4,,Early,6,15,21
Brewster,Governor,,Guadalupe Valdez,DEM,4,,Early,48,39,87
Brewster,Governor,,James Jolly Clark,DEM,4,,Early,5,1,6
Brewster,Governor,,Jeffrey Alan Payne,DEM,4,,Early,2,6,8
Brewster,Governor,,Joseph William Mumbach,DEM,4,,Early,1,1,2
Brewster,Governor,,Robert Andrew  White,DEM,4,,Early,14,14,28
Brewster,Governor,,Thomas John Wakely,DEM,4,,Early,6,3,9
Brewster,Governor,,Adrian Ocegueda,DEM,5,,Early,1,0,1
Brewster,Governor,,"Cedric Wayne Davis, Sr.",DEM,5,,Early,0,0,0
Brewster,Governor,,Grady Yarbrough,DEM,5,,Early,0,0,0
Brewster,Governor,,Guadalupe Valdez,DEM,5,,Early,1,9,10
Brewster,Governor,,James Jolly Clark,DEM,5,,Early,0,0,0
Brewster,Governor,,Jeffrey Alan Payne,DEM,5,,Early,1,1,2
Brewster,Governor,,Joseph William Mumbach,DEM,5,,Early,0,1,1
Brewster,Governor,,Robert Andrew  White,DEM,5,,Early,0,0,0
Brewster,Governor,,Thomas John Wakely,DEM,5,,Early,0,2,2
Brewster,Governor,,Adrian Ocegueda,DEM,6,,Early,0,5,5
Brewster,Governor,,"Cedric Wayne Davis, Sr.",DEM,6,,Early,3,4,7
Brewster,Governor,,Grady Yarbrough,DEM,6,,Early,3,11,14
Brewster,Governor,,Guadalupe Valdez,DEM,6,,Early,23,30,53
Brewster,Governor,,James Jolly Clark,DEM,6,,Early,1,3,4
Brewster,Governor,,Jeffrey Alan Payne,DEM,6,,Early,1,1,2
Brewster,Governor,,Joseph William Mumbach,DEM,6,,Early,0,0,0
Brewster,Governor,,Robert Andrew  White,DEM,6,,Early,5,20,25
Brewster,Governor,,Thomas John Wakely,DEM,6,,Early,2,8,10
Brewster,Governor,,Adrian Ocegueda,DEM,7,,Early,0,0,0
Brewster,Governor,,"Cedric Wayne Davis, Sr.",DEM,7,,Early,0,0,0
Brewster,Governor,,Grady Yarbrough,DEM,7,,Early,3,4,7
Brewster,Governor,,Guadalupe Valdez,DEM,7,,Early,4,10,14
Brewster,Governor,,James Jolly Clark,DEM,7,,Early,0,0,0
Brewster,Governor,,Jeffrey Alan Payne,DEM,7,,Early,0,0,0
Brewster,Governor,,Joseph William Mumbach,DEM,7,,Early,0,0,0
Brewster,Governor,,Robert Andrew  White,DEM,7,,Early,0,3,3
Brewster,Governor,,Thomas John Wakely,DEM,7,,Early,0,1,1
Brewster,Governor,,Adrian Ocegueda,DEM,8,,Early,1,4,5
Brewster,Governor,,"Cedric Wayne Davis, Sr.",DEM,8,,Early,2,2,4
Brewster,Governor,,Grady Yarbrough,DEM,8,,Early,1,2,3
Brewster,Governor,,Guadalupe Valdez,DEM,8,,Early,22,26,48
Brewster,Governor,,James Jolly Clark,DEM,8,,Early,0,1,1
Brewster,Governor,,Jeffrey Alan Payne,DEM,8,,Early,1,1,2
Brewster,Governor,,Joseph William Mumbach,DEM,8,,Early,1,0,1
Brewster,Governor,,Robert Andrew  White,DEM,8,,Early,16,8,24
Brewster,Governor,,Thomas John Wakely,DEM,8,,Early,1,0,1
Brewster,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,1,,Early,107,75,182
Brewster,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,2,,Early,117,70,187
Brewster,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,3,,Early,6,34,40
Brewster,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,4,,Early,71,78,149
Brewster,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,5,,Early,2,8,10
Brewster,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,6,,Early,36,68,104
Brewster,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,7,,Early,8,13,21
Brewster,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,8,,Early,40,38,78
Brewster,U.S. House,23,Alma Arredondo-Lynch,REP,1,,Early,58,30,88
Brewster,U.S. House,23,William Hurd,REP,1,,Early,105,102,207
Brewster,U.S. House,23,Alma Arredondo-Lynch,REP,2,,Early,9,17,26
Brewster,U.S. House,23,William Hurd,REP,2,,Early,28,51,79
Brewster,U.S. House,23,Alma Arredondo-Lynch,REP,3,,Early,6,4,10
Brewster,U.S. House,23,William Hurd,REP,3,,Early,10,27,37
Brewster,U.S. House,23,Alma Arredondo-Lynch,REP,4,,Early,19,19,38
Brewster,U.S. House,23,William Hurd,REP,4,,Early,40,56,96
Brewster,U.S. House,23,Alma Arredondo-Lynch,REP,5,,Early,1,1,2
Brewster,U.S. House,23,William Hurd,REP,5,,Early,1,3,4
Brewster,U.S. House,23,Alma Arredondo-Lynch,REP,6,,Early,3,14,17
Brewster,U.S. House,23,William Hurd,REP,6,,Early,7,47,54
Brewster,U.S. House,23,Alma Arredondo-Lynch,REP,7,,Early,0,0,0
Brewster,U.S. House,23,William Hurd,REP,7,,Early,0,0,0
Brewster,U.S. House,23,Alma Arredondo-Lynch,REP,8,,Early,4,1,5
Brewster,U.S. House,23,William Hurd,REP,8,,Early,9,15,24
Brewster,Attorney General,,Warren Paxton,REP,1,,Early,148,121,269
Brewster,Attorney General,,Warren Paxton,REP,2,,Early,32,57,89
Brewster,Attorney General,,Warren Paxton,REP,3,,Early,9,26,35
Brewster,Attorney General,,Warren Paxton,REP,4,,Early,44,65,109
Brewster,Attorney General,,Warren Paxton,REP,5,,Early,1,2,3
Brewster,Attorney General,,Warren Paxton,REP,6,,Early,10,56,66
Brewster,Attorney General,,Warren Paxton,REP,7,,Early,0,0,0
Brewster,Attorney General,,Warren Paxton,REP,8,,Early,10,12,22
Brewster,Commissioner of the General Land Office,,George Bush,REP,1,,Early,59,60,119
Brewster,Commissioner of the General Land Office,,Jerry Patterson,REP,1,,Early,65,43,108
Brewster,Commissioner of the General Land Office,,Richard Range,REP,1,,Early,8,8,16
Brewster,Commissioner of the General Land Office,,William Edwards,REP,1,,Early,22,15,37
Brewster,Commissioner of the General Land Office,,George Bush,REP,2,,Early,12,22,34
Brewster,Commissioner of the General Land Office,,Jerry Patterson,REP,2,,Early,18,31,49
Brewster,Commissioner of the General Land Office,,Richard Range,REP,2,,Early,2,2,4
Brewster,Commissioner of the General Land Office,,William Edwards,REP,2,,Early,4,9,13
Brewster,Commissioner of the General Land Office,,George Bush,REP,3,,Early,5,14,19
Brewster,Commissioner of the General Land Office,,Jerry Patterson,REP,3,,Early,7,7,14
Brewster,Commissioner of the General Land Office,,Richard Range,REP,3,,Early,3,5,8
Brewster,Commissioner of the General Land Office,,William Edwards,REP,3,,Early,1,1,2
Brewster,Commissioner of the General Land Office,,George Bush,REP,4,,Early,22,35,57
Brewster,Commissioner of the General Land Office,,Jerry Patterson,REP,4,,Early,22,21,43
Brewster,Commissioner of the General Land Office,,Richard Range,REP,4,,Early,3,3,6
Brewster,Commissioner of the General Land Office,,William Edwards,REP,4,,Early,9,12,21
Brewster,Commissioner of the General Land Office,,George Bush,REP,5,,Early,1,0,1
Brewster,Commissioner of the General Land Office,,Jerry Patterson,REP,5,,Early,1,2,3
Brewster,Commissioner of the General Land Office,,Richard Range,REP,5,,Early,0,1,1
Brewster,Commissioner of the General Land Office,,William Edwards,REP,5,,Early,0,1,1
Brewster,Commissioner of the General Land Office,,George Bush,REP,6,,Early,3,21,24
Brewster,Commissioner of the General Land Office,,Jerry Patterson,REP,6,,Early,3,27,30
Brewster,Commissioner of the General Land Office,,Richard Range,REP,6,,Early,1,7,8
Brewster,Commissioner of the General Land Office,,William Edwards,REP,6,,Early,2,1,3
Brewster,Commissioner of the General Land Office,,George Bush,REP,7,,Early,0,0,0
Brewster,Commissioner of the General Land Office,,Jerry Patterson,REP,7,,Early,0,0,0
Brewster,Commissioner of the General Land Office,,Richard Range,REP,7,,Early,0,0,0
Brewster,Commissioner of the General Land Office,,William Edwards,REP,7,,Early,0,0,0
Brewster,Commissioner of the General Land Office,,George Bush,REP,8,,Early,6,2,8
Brewster,Commissioner of the General Land Office,,Jerry Patterson,REP,8,,Early,2,9,11
Brewster,Commissioner of the General Land Office,,Richard Range,REP,8,,Early,1,1,2
Brewster,Commissioner of the General Land Office,,William Edwards,REP,8,,Early,3,1,4
Brewster,Commissioner of Agriculture,,Jimmie Hogan,REP,1,,Early,37,34,71
Brewster,Commissioner of Agriculture,,Sidney Miller,REP,1,,Early,73,60,133
Brewster,Commissioner of Agriculture,,Trey Blocker,REP,1,,Early,29,21,50
Brewster,Commissioner of Agriculture,,Jimmie Hogan,REP,2,,Early,4,21,25
Brewster,Commissioner of Agriculture,,Sidney Miller,REP,2,,Early,21,28,49
Brewster,Commissioner of Agriculture,,Trey Blocker,REP,2,,Early,10,3,13
Brewster,Commissioner of Agriculture,,Jimmie Hogan,REP,3,,Early,4,4,8
Brewster,Commissioner of Agriculture,,Sidney Miller,REP,3,,Early,6,16,22
Brewster,Commissioner of Agriculture,,Trey Blocker,REP,3,,Early,3,8,11
Brewster,Commissioner of Agriculture,,Jimmie Hogan,REP,4,,Early,9,17,26
Brewster,Commissioner of Agriculture,,Sidney Miller,REP,4,,Early,28,35,63
Brewster,Commissioner of Agriculture,,Trey Blocker,REP,4,,Early,15,13,28
Brewster,Commissioner of Agriculture,,Jimmie Hogan,REP,5,,Early,1,1,2
Brewster,Commissioner of Agriculture,,Sidney Miller,REP,5,,Early,1,3,4
Brewster,Commissioner of Agriculture,,Trey Blocker,REP,5,,Early,0,0,0
Brewster,Commissioner of Agriculture,,Jimmie Hogan,REP,6,,Early,2,12,14
Brewster,Commissioner of Agriculture,,Sidney Miller,REP,6,,Early,4,26,30
Brewster,Commissioner of Agriculture,,Trey Blocker,REP,6,,Early,3,17,20
Brewster,Commissioner of Agriculture,,Jimmie Hogan,REP,7,,Early,0,0,0
Brewster,Commissioner of Agriculture,,Sidney Miller,REP,7,,Early,0,0,0
Brewster,Commissioner of Agriculture,,Trey Blocker,REP,7,,Early,0,0,0
Brewster,Commissioner of Agriculture,,Jimmie Hogan,REP,8,,Early,3,4,7
Brewster,Commissioner of Agriculture,,Sidney Miller,REP,8,,Early,4,6,10
Brewster,Commissioner of Agriculture,,Trey Blocker,REP,8,,Early,3,3,6
Brewster,Governor,,Barbara Krueger,REP,1,,Early,11,10,21
Brewster,Governor,,Gregory Abbott,REP,1,,Early,148,122,270
Brewster,Governor,,Larry Kilgore,REP,1,,Early,4,0,4
Brewster,Governor,,Barbara Krueger,REP,2,,Early,3,4,7
Brewster,Governor,,Gregory Abbott,REP,2,,Early,33,61,94
Brewster,Governor,,Larry Kilgore,REP,2,,Early,1,4,5
Brewster,Governor,,Barbara Krueger,REP,3,,Early,3,0,3
Brewster,Governor,,Gregory Abbott,REP,3,,Early,13,27,40
Brewster,Governor,,Larry Kilgore,REP,3,,Early,0,0,0
Brewster,Governor,,Barbara Krueger,REP,4,,Early,10,4,14
Brewster,Governor,,Gregory Abbott,REP,4,,Early,47,68,115
Brewster,Governor,,Larry Kilgore,REP,4,,Early,0,1,1
Brewster,Governor,,Barbara Krueger,REP,5,,Early,0,1,1
Brewster,Governor,,Gregory Abbott,REP,5,,Early,1,2,3
Brewster,Governor,,Larry Kilgore,REP,5,,Early,1,1,2
Brewster,Governor,,Barbara Krueger,REP,6,,Early,2,4,6
Brewster,Governor,,Gregory Abbott,REP,6,,Early,8,52,60
Brewster,Governor,,Larry Kilgore,REP,6,,Early,0,1,1
Brewster,Governor,,Barbara Krueger,REP,7,,Early,0,0,0
Brewster,Governor,,Gregory Abbott,REP,7,,Early,0,0,0
Brewster,Governor,,Larry Kilgore,REP,7,,Early,0,0,0
Brewster,Governor,,Barbara Krueger,REP,8,,Early,0,5,5
Brewster,Governor,,Gregory Abbott,REP,8,,Early,13,12,25
Brewster,Governor,,Larry Kilgore,REP,8,,Early,0,0,0
Brewster,Comptroller of Public Accounts,,Glenn Hegar,REP,1,,Early,139,117,256
Brewster,Comptroller of Public Accounts,,Glenn Hegar,REP,2,,Early,31,52,83
Brewster,Comptroller of Public Accounts,,Glenn Hegar,REP,3,,Early,10,25,35
Brewster,Comptroller of Public Accounts,,Glenn Hegar,REP,4,,Early,46,66,112
Brewster,Comptroller of Public Accounts,,Glenn Hegar,REP,5,,Early,1,2,3
Brewster,Comptroller of Public Accounts,,Glenn Hegar,REP,6,,Early,10,52,62
Brewster,Comptroller of Public Accounts,,Glenn Hegar,REP,7,,Early,0,0,0
Brewster,Comptroller of Public Accounts,,Glenn Hegar,REP,8,,Early,8,10,18
Brewster,U.S. Senate,,Bruce Jacobson,REP,1,,Early,10,9,19
Brewster,U.S. Senate,,Geraldine Sam,REP,1,,Early,6,2,8
Brewster,U.S. Senate,,Mary Miller,REP,1,,Early,7,4,11
Brewster,U.S. Senate,,Rafael  Cruz,REP,1,,Early,137,116,253
Brewster,U.S. Senate,,Stefano de Stefano IV,REP,1,,Early,2,1,3
Brewster,U.S. Senate,,Bruce Jacobson,REP,2,,Early,2,5,7
Brewster,U.S. Senate,,Geraldine Sam,REP,2,,Early,0,1,1
Brewster,U.S. Senate,,Mary Miller,REP,2,,Early,4,3,7
Brewster,U.S. Senate,,Rafael  Cruz,REP,2,,Early,31,59,90
Brewster,U.S. Senate,,Stefano de Stefano IV,REP,2,,Early,0,0,0
Brewster,U.S. Senate,,Bruce Jacobson,REP,3,,Early,5,1,6
Brewster,U.S. Senate,,Geraldine Sam,REP,3,,Early,0,1,1
Brewster,U.S. Senate,,Mary Miller,REP,3,,Early,5,1,6
Brewster,U.S. Senate,,Rafael  Cruz,REP,3,,Early,6,24,30
