county,precinct,office,district,candidate,party,votes,election_day,early_voting,mail,provisional
Wharton,Precinct 102,Commissioner of the General Land Office,,George P. Bush,REP,1080,172,841,67,0
Wharton,Precinct 102,Commissioner of the General Land Office,,Miguel Suazo,DEM,326,76,226,23,1
Wharton,Precinct 102,Commissioner of the General Land Office,,Matt Pina,LIB,42,7,35,0,0
Wharton,Precinct 102,Railroad Commissioner,,Christi Craddick,REP,1107,175,865,67,0
Wharton,Precinct 102,Railroad Commissioner,,Roman McAllen,DEM,313,77,212,23,1
Wharton,Precinct 102,Railroad Commissioner,,Mike Wright,LIB,27,5,22,0,0
Wharton,Precinct 102,State Representative,85,Phil Stephenson,REP,1134,175,894,65,0
Wharton,Precinct 102,State Representative,85,Jennifer Cantu,DEM,318,79,215,23,1
Wharton,Precinct 103,Registered Voters,,,,2019,,,,
Wharton,Precinct 103,Ballots Cast,,,,994,382,555,57,0
Wharton,Precinct 103,Straight Party,,,REP,511,212,272,27,0
Wharton,Precinct 103,Straight Party,,,DEM,135,50,67,18,0
Wharton,Precinct 103,Straight Party,,,LIB,2,2,0,0,0
Wharton,Precinct 103,U.S. Senate,,Ted Cruz,REP,761,291,436,34,0
Wharton,Precinct 103,U.S. Senate,,Beto O'Rourke,DEM,228,88,117,23,0
Wharton,Precinct 103,U.S. Senate,,Neal M Dikeman,LIB,3,2,1,0,0
Wharton,Precinct 103,U.S. House,27,Michael Cloud,REP,763,294,435,34,0
Wharton,Precinct 103,U.S. House,27,Eric Holguin,DEM,209,80,106,23,0
Wharton,Precinct 103,U.S. House,27,Daniel Tinus,LIB,5,3,2,0,0
Wharton,Precinct 103,U.S. House,27,James Duerr,IND,10,2,8,0,0
Wharton,Precinct 103,Governor,,Greg Abbott,REP,795,305,453,37,0
Wharton,Precinct 103,Governor,,Lupe Valdez,DEM,189,73,97,19,0
Wharton,Precinct 103,Governor,,Mark Jay Tippetts,LIB,8,3,4,1,0
Wharton,Precinct 103,Lieutenant Governor,,Dan Patrick,REP,752,291,427,34,0
Wharton,Precinct 103,Lieutenant Governor,,Mike Collier,DEM,229,82,124,23,0
Wharton,Precinct 103,Lieutenant Governor,,Kerry Douglas McKennon,LIB,9,7,2,0,0
Wharton,Precinct 103,Attorney General,,Ken Paxton,REP,750,289,426,35,0
Wharton,Precinct 103,Attorney General,,Justin Nelson,DEM,231,85,124,22,0
Wharton,Precinct 103,Attorney General,,Michael Ray Harris,LIB,7,5,2,0,0
Wharton,Precinct 103,Comptroller of Public Accounts,,Glenn Hegar,REP,775,295,445,35,0
Wharton,Precinct 103,Comptroller of Public Accounts,,Joi Chevalier,DEM,196,73,101,22,0
Wharton,Precinct 103,Comptroller of Public Accounts,,Ben Sanders,LIB,15,10,5,0,0
Wharton,Precinct 103,Commissioner of the General Land Office,,George P. Bush,REP,753,298,421,34,0
Wharton,Precinct 103,Commissioner of the General Land Office,,Miguel Suazo,DEM,208,74,112,22,0
Wharton,Precinct 103,Commissioner of the General Land Office,,Matt Pina,LIB,25,7,17,1,0
Wharton,Precinct 103,Railroad Commissioner,,Christi Craddick,REP,758,295,429,34,0
Wharton,Precinct 103,Railroad Commissioner,,Roman McAllen,DEM,209,77,109,23,0
Wharton,Precinct 103,Railroad Commissioner,,Mike Wright,LIB,12,5,7,0,0
Wharton,Precinct 103,State Representative,85,Phil Stephenson,REP,771,296,442,33,0
Wharton,Precinct 103,State Representative,85,Jennifer Cantu,DEM,214,81,111,22,0
Wharton,Precinct 201,Registered Voters,,,,2718,,,,
Wharton,Precinct 201,Ballots Cast,,,,1591,891,588,112,0
Wharton,Precinct 201,Straight Party,,,REP,758,421,298,39,0
Wharton,Precinct 201,Straight Party,,,DEM,79,48,18,13,0
Wharton,Precinct 201,Straight Party,,,LIB,5,3,1,1,0
Wharton,Precinct 201,U.S. Senate,,Ted Cruz,REP,1370,779,519,72,0
Wharton,Precinct 201,U.S. Senate,,Beto O'Rourke,DEM,207,109,64,34,0
Wharton,Precinct 201,U.S. Senate,,Neal M Dikeman,LIB,6,1,2,3,0
Wharton,Precinct 201,U.S. House,27,Michael Cloud,REP,1375,778,527,70,0
Wharton,Precinct 201,U.S. House,27,Eric Holguin,DEM,171,88,46,37,0
Wharton,Precinct 201,U.S. House,27,Daniel Tinus,LIB,15,8,6,1,0
Wharton,Precinct 201,U.S. House,27,James Duerr,IND,4,2,1,1,0
Wharton,Precinct 201,Governor,,Greg Abbott,REP,1430,807,541,82,0
Wharton,Precinct 201,Governor,,Lupe Valdez,DEM,140,74,39,27,0
Wharton,Precinct 201,Governor,,Mark Jay Tippetts,LIB,12,5,5,2,0
Wharton,Precinct 201,Lieutenant Governor,,Dan Patrick,REP,1321,737,510,74,0
Wharton,Precinct 201,Lieutenant Governor,,Mike Collier,DEM,223,128,60,35,0
Wharton,Precinct 201,Lieutenant Governor,,Kerry Douglas McKennon,LIB,23,12,9,2,0
Wharton,Precinct 201,Attorney General,,Ken Paxton,REP,1334,747,515,72,0
Wharton,Precinct 201,Attorney General,,Justin Nelson,DEM,214,114,62,38,0
Wharton,Precinct 201,Attorney General,,Michael Ray Harris,LIB,18,12,5,1,0
Wharton,Precinct 201,Comptroller of Public Accounts,,Glenn Hegar,REP,1393,783,533,77,0
Wharton,Precinct 201,Comptroller of Public Accounts,,Joi Chevalier,DEM,150,76,43,31,0
Wharton,Precinct 201,Comptroller of Public Accounts,,Ben Sanders,LIB,27,20,6,1,0
Wharton,Precinct 201,Commissioner of the General Land Office,,George P. Bush,REP,1367,780,517,70,0
Wharton,Precinct 201,Commissioner of the General Land Office,,Miguel Suazo,DEM,171,79,55,37,0
Wharton,Precinct 201,Commissioner of the General Land Office,,Matt Pina,LIB,27,17,9,1,0
Wharton,Precinct 201,Railroad Commissioner,,Christi Craddick,REP,1370,770,527,73,0
Wharton,Precinct 201,Railroad Commissioner,,Roman McAllen,DEM,170,93,42,35,0
Wharton,Precinct 201,Railroad Commissioner,,Mike Wright,LIB,26,14,10,2,0
Wharton,Precinct 201,State Representative,85,Phil Stephenson,REP,1386,779,529,78,0
Wharton,Precinct 201,State Representative,85,Jennifer Cantu,DEM,177,100,49,28,0
Wharton,Precinct 202,Registered Voters,,,,930,,,,
Wharton,Precinct 202,Ballots Cast,,,,440,85,311,43,1
Wharton,Precinct 202,Straight Party,,,REP,73,10,57,6,0
Wharton,Precinct 202,Straight Party,,,DEM,233,48,158,26,1
Wharton,Precinct 202,Straight Party,,,LIB,1,1,0,0,0
Wharton,Precinct 202,U.S. Senate,,Ted Cruz,REP,129,13,104,12,0
Wharton,Precinct 202,U.S. Senate,,Beto O'Rourke,DEM,304,69,203,31,1
Wharton,Precinct 202,U.S. Senate,,Neal M Dikeman,LIB,2,1,1,0,0
Wharton,Precinct 202,U.S. House,27,Michael Cloud,REP,130,15,104,11,0
Wharton,Precinct 202,U.S. House,27,Eric Holguin,DEM,299,65,202,31,1
Wharton,Precinct 202,U.S. House,27,Daniel Tinus,LIB,2,1,1,0,0
Wharton,Precinct 202,U.S. House,27,James Duerr,IND,2,1,1,0,0
Wharton,Precinct 202,Governor,,Greg Abbott,REP,145,20,113,12,0
Wharton,Precinct 202,Governor,,Lupe Valdez,DEM,286,62,193,30,1
Wharton,Precinct 202,Governor,,Mark Jay Tippetts,LIB,5,2,2,1,0
Wharton,Precinct 202,Lieutenant Governor,,Dan Patrick,REP,134,18,106,10,0
Wharton,Precinct 202,Lieutenant Governor,,Mike Collier,DEM,296,64,199,32,1
Wharton,Precinct 202,Lieutenant Governor,,Kerry Douglas McKennon,LIB,6,1,4,1,0
Wharton,Precinct 202,Attorney General,,Ken Paxton,REP,133,16,106,11,0
Wharton,Precinct 202,Attorney General,,Justin Nelson,DEM,300,67,200,32,1
Wharton,Precinct 202,Attorney General,,Michael Ray Harris,LIB,4,1,3,0,0
Wharton,Precinct 202,Comptroller of Public Accounts,,Glenn Hegar,REP,137,17,109,11,0
Wharton,Precinct 202,Comptroller of Public Accounts,,Joi Chevalier,DEM,292,63,197,31,1
Wharton,Precinct 202,Comptroller of Public Accounts,,Ben Sanders,LIB,5,1,4,0,0
Wharton,Precinct 202,Commissioner of the General Land Office,,George P. Bush,REP,121,15,97,9,0
Wharton,Precinct 202,Commissioner of the General Land Office,,Miguel Suazo,DEM,307,67,207,32,1
Wharton,Precinct 202,Commissioner of the General Land Office,,Matt Pina,LIB,6,1,5,0,0
Wharton,Precinct 202,Railroad Commissioner,,Christi Craddick,REP,132,15,106,11,0
Wharton,Precinct 202,Railroad Commissioner,,Roman McAllen,DEM,302,68,201,32,1
Wharton,Precinct 202,Railroad Commissioner,,Mike Wright,LIB,3,1,2,0,0
Wharton,Precinct 202,State Representative,85,Phil Stephenson,REP,140,17,112,11,0
Wharton,Precinct 202,State Representative,85,Jennifer Cantu,DEM,294,67,196,30,1
Wharton,Precinct 203,Registered Voters,,,,3126,,,,
Wharton,Precinct 203,Ballots Cast,,,,1478,423,887,168,0
Wharton,Precinct 203,Straight Party,,,REP,333,85,225,23,0
Wharton,Precinct 203,Straight Party,,,DEM,681,204,376,101,0
Wharton,Precinct 203,Straight Party,,,LIB,4,1,3,0,0
Wharton,Precinct 203,U.S. Senate,,Ted Cruz,REP,569,149,376,44,0
Wharton,Precinct 203,U.S. Senate,,Beto O'Rourke,DEM,887,270,496,121,0
Wharton,Precinct 203,U.S. Senate,,Neal M Dikeman,LIB,9,1,6,2,0
Wharton,Precinct 203,U.S. House,27,Michael Cloud,REP,555,145,373,37,0
Wharton,Precinct 203,U.S. House,27,Eric Holguin,DEM,869,259,482,128,0
Wharton,Precinct 203,U.S. House,27,Daniel Tinus,LIB,13,7,5,1,0
Wharton,Precinct 203,U.S. House,27,James Duerr,IND,12,6,6,0,0
Wharton,Precinct 203,Governor,,Greg Abbott,REP,629,169,407,53,0
Wharton,Precinct 203,Governor,,Lupe Valdez,DEM,818,246,462,110,0
Wharton,Precinct 203,Governor,,Mark Jay Tippetts,LIB,16,6,8,2,0
Wharton,Precinct 203,Lieutenant Governor,,Dan Patrick,REP,571,151,378,42,0
Wharton,Precinct 203,Lieutenant Governor,,Mike Collier,DEM,869,263,485,121,0
Wharton,Precinct 203,Lieutenant Governor,,Kerry Douglas McKennon,LIB,15,5,9,1,0
Wharton,Precinct 203,Attorney General,,Ken Paxton,REP,525,133,355,37,0
Wharton,Precinct 203,Attorney General,,Justin Nelson,DEM,897,272,501,124,0
Wharton,Precinct 203,Attorney General,,Michael Ray Harris,LIB,24,10,12,2,0
Wharton,Precinct 203,Comptroller of Public Accounts,,Glenn Hegar,REP,569,150,376,43,0
Wharton,Precinct 203,Comptroller of Public Accounts,,Joi Chevalier,DEM,844,248,478,118,0
Wharton,Precinct 203,Comptroller of Public Accounts,,Ben Sanders,LIB,35,18,14,3,0
Wharton,Precinct 203,Commissioner of the General Land Office,,George P. Bush,REP,567,158,371,38,0
Wharton,Precinct 203,Commissioner of the General Land Office,,Miguel Suazo,DEM,848,252,477,119,0
Wharton,Precinct 203,Commissioner of the General Land Office,,Matt Pina,LIB,32,9,17,6,0
Wharton,Precinct 203,Railroad Commissioner,,Christi Craddick,REP,551,149,368,34,0
Wharton,Precinct 203,Railroad Commissioner,,Roman McAllen,DEM,864,255,486,123,0
Wharton,Precinct 203,Railroad Commissioner,,Mike Wright,LIB,27,12,11,4,0
Wharton,Precinct 203,State Representative,85,Phil Stephenson,REP,605,163,396,46,0
Wharton,Precinct 203,State Representative,85,Jennifer Cantu,DEM,850,255,478,117,0
Wharton,Precinct 301,Registered Voters,,,,2315,,,,
Wharton,Precinct 301,Ballots Cast,,,,1459,248,1117,94,0
Wharton,Precinct 301,Straight Party,,,REP,803,137,613,53,0
Wharton,Precinct 301,Straight Party,,,DEM,94,19,66,9,0
Wharton,Precinct 301,Straight Party,,,LIB,4,1,3,0,0
Wharton,Precinct 301,U.S. Senate,,Ted Cruz,REP,1255,203,977,75,0
Wharton,Precinct 301,U.S. Senate,,Beto O'Rourke,DEM,196,44,133,19,0
Wharton,Precinct 301,U.S. Senate,,Neal M Dikeman,LIB,5,0,5,0,0
Wharton,Precinct 301,U.S. House,27,Michael Cloud,REP,1264,208,986,70,0
Wharton,Precinct 301,U.S. House,27,Eric Holguin,DEM,163,30,113,20,0
Wharton,Precinct 301,U.S. House,27,Daniel Tinus,LIB,7,4,3,0,0
Wharton,Precinct 301,U.S. House,27,James Duerr,IND,19,5,12,2,0
Wharton,Precinct 301,Governor,,Greg Abbott,REP,1284,212,994,78,0
Wharton,Precinct 301,Governor,,Lupe Valdez,DEM,161,32,113,16,0
Wharton,Precinct 301,Governor,,Mark Jay Tippetts,LIB,9,4,5,0,0
Wharton,Precinct 301,Lieutenant Governor,,Dan Patrick,REP,1196,193,932,71,0
Wharton,Precinct 301,Lieutenant Governor,,Mike Collier,DEM,220,45,154,21,0
Wharton,Precinct 301,Lieutenant Governor,,Kerry Douglas McKennon,LIB,30,8,22,0,0
Wharton,Precinct 301,Attorney General,,Ken Paxton,REP,1200,195,932,73,0
Wharton,Precinct 301,Attorney General,,Justin Nelson,DEM,219,42,157,20,0
Wharton,Precinct 301,Attorney General,,Michael Ray Harris,LIB,23,8,15,0,0
Wharton,Precinct 301,Comptroller of Public Accounts,,Glenn Hegar,REP,1286,217,992,77,0
Wharton,Precinct 301,Comptroller of Public Accounts,,Joi Chevalier,DEM,144,22,107,15,0
Wharton,Precinct 301,Comptroller of Public Accounts,,Ben Sanders,LIB,17,6,10,1,0
Wharton,Precinct 301,Commissioner of the General Land Office,,George P. Bush,REP,1238,205,963,70,0
Wharton,Precinct 301,Commissioner of the General Land Office,,Miguel Suazo,DEM,166,32,113,21,0
Wharton,Precinct 301,Commissioner of the General Land Office,,Matt Pina,LIB,38,6,30,2,0
Wharton,Precinct 301,Railroad Commissioner,,Christi Craddick,REP,1247,205,968,74,0
Wharton,Precinct 301,Railroad Commissioner,,Roman McAllen,DEM,164,32,114,18,0
Wharton,Precinct 301,Railroad Commissioner,,Mike Wright,LIB,26,8,17,1,0
Wharton,Precinct 301,State Representative,85,Phil Stephenson,REP,1264,208,984,72,0
Wharton,Precinct 301,State Representative,85,Jennifer Cantu,DEM,183,38,127,18,0
Wharton,Precinct 302,Registered Voters,,,,2223,,,,
Wharton,Precinct 302,Ballots Cast,,,,1161,232,863,66,0
Wharton,Precinct 302,Straight Party,,,REP,526,98,400,28,0
Wharton,Precinct 302,Straight Party,,,DEM,166,57,98,11,0
Wharton,Precinct 302,Straight Party,,,LIB,5,1,3,1,0
Wharton,Precinct 302,U.S. Senate,,Ted Cruz,REP,873,143,687,43,0
Wharton,Precinct 302,U.S. Senate,,Beto O'Rourke,DEM,280,85,172,23,0
Wharton,Precinct 302,U.S. Senate,,Neal M Dikeman,LIB,6,3,3,0,0
Wharton,Precinct 302,U.S. House,27,Michael Cloud,REP,879,144,691,44,0
Wharton,Precinct 302,U.S. House,27,Eric Holguin,DEM,242,75,145,22,0
Wharton,Precinct 302,U.S. House,27,Daniel Tinus,LIB,8,2,6,0,0
Wharton,Precinct 302,U.S. House,27,James Duerr,IND,16,5,11,0,0
Wharton,Precinct 302,Governor,,Greg Abbott,REP,906,151,707,48,0
Wharton,Precinct 302,Governor,,Lupe Valdez,DEM,235,74,144,17,0
Wharton,Precinct 302,Governor,,Mark Jay Tippetts,LIB,9,3,6,0,0
Wharton,Precinct 302,Lieutenant Governor,,Dan Patrick,REP,836,139,654,43,0
Wharton,Precinct 302,Lieutenant Governor,,Mike Collier,DEM,279,82,175,22,0
Wharton,Precinct 302,Lieutenant Governor,,Kerry Douglas McKennon,LIB,21,7,14,0,0
Wharton,Precinct 302,Attorney General,,Ken Paxton,REP,844,140,660,44,0
Wharton,Precinct 302,Attorney General,,Justin Nelson,DEM,275,78,176,21,0
Wharton,Precinct 302,Attorney General,,Michael Ray Harris,LIB,22,8,14,0,0
Wharton,Precinct 302,Comptroller of Public Accounts,,Glenn Hegar,REP,899,148,705,46,0
Wharton,Precinct 302,Comptroller of Public Accounts,,Joi Chevalier,DEM,220,72,131,17,0
Wharton,Precinct 302,Comptroller of Public Accounts,,Ben Sanders,LIB,25,8,16,1,0
Wharton,Precinct 302,Commissioner of the General Land Office,,George P. Bush,REP,871,143,682,46,0
Wharton,Precinct 302,Commissioner of the General Land Office,,Miguel Suazo,DEM,241,74,148,19,0
Wharton,Precinct 302,Commissioner of the General Land Office,,Matt Pina,LIB,27,10,17,0,0
Wharton,Precinct 302,Railroad Commissioner,,Christi Craddick,REP,871,142,687,42,0
Wharton,Precinct 302,Railroad Commissioner,,Roman McAllen,DEM,244,78,145,21,0
Wharton,Precinct 302,Railroad Commissioner,,Mike Wright,LIB,19,6,13,0,0
Wharton,Precinct 302,State Representative,85,Phil Stephenson,REP,884,145,695,44,0
Wharton,Precinct 302,State Representative,85,Jennifer Cantu,DEM,252,83,153,16,0
Wharton,Precinct 303,Registered Voters,,,,2069,,,,
Wharton,Precinct 303,Ballots Cast,,,,1175,322,780,73,0
Wharton,Precinct 303,Straight Party,,,REP,669,172,464,33,0
Wharton,Precinct 303,Straight Party,,,DEM,85,33,44,8,0
Wharton,Precinct 303,Straight Party,,,LIB,4,0,4,0,0
Wharton,Precinct 303,U.S. Senate,,Ted Cruz,REP,1030,268,706,56,0
Wharton,Precinct 303,U.S. Senate,,Beto O'Rourke,DEM,138,51,71,16,0
Wharton,Precinct 303,U.S. Senate,,Neal M Dikeman,LIB,3,1,2,0,0
Wharton,Precinct 303,U.S. House,27,Michael Cloud,REP,1030,265,707,58,0
Wharton,Precinct 303,U.S. House,27,Eric Holguin,DEM,123,47,63,13,0
Wharton,Precinct 303,U.S. House,27,Daniel Tinus,LIB,2,1,1,0,0
Wharton,Precinct 303,U.S. House,27,James Duerr,IND,8,3,5,0,0
Wharton,Precinct 303,Governor,,Greg Abbott,REP,1047,275,714,58,0
Wharton,Precinct 303,Governor,,Lupe Valdez,DEM,116,43,60,13,0
Wharton,Precinct 303,Governor,,Mark Jay Tippetts,LIB,3,2,1,0,0
Wharton,Precinct 303,Lieutenant Governor,,Dan Patrick,REP,1007,264,687,56,0
Wharton,Precinct 303,Lieutenant Governor,,Mike Collier,DEM,142,49,79,14,0
Wharton,Precinct 303,Lieutenant Governor,,Kerry Douglas McKennon,LIB,14,5,8,1,0
Wharton,Precinct 303,Attorney General,,Ken Paxton,REP,1007,262,690,55,0
Wharton,Precinct 303,Attorney General,,Justin Nelson,DEM,145,52,78,15,0
Wharton,Precinct 303,Attorney General,,Michael Ray Harris,LIB,12,5,6,1,0
Wharton,Precinct 303,Comptroller of Public Accounts,,Glenn Hegar,REP,1033,270,706,57,0
Wharton,Precinct 303,Comptroller of Public Accounts,,Joi Chevalier,DEM,114,45,57,12,0
Wharton,Precinct 303,Comptroller of Public Accounts,,Ben Sanders,LIB,11,2,8,1,0
Wharton,Precinct 303,Commissioner of the General Land Office,,George P. Bush,REP,1016,263,697,6,0
Wharton,Precinct 303,Commissioner of the General Land Office,,Miguel Suazo,DEM,120,42,65,13,0
Wharton,Precinct 303,Commissioner of the General Land Office,,Matt Pina,LIB,21,11,8,2,0
Wharton,Precinct 303,Railroad Commissioner,,Christi Craddick,REP,1016,265,696,55,0
Wharton,Precinct 303,Railroad Commissioner,,Roman McAllen,DEM,123,49,62,12,0
Wharton,Precinct 303,Railroad Commissioner,,Mike Wright,LIB,16,4,9,3,0
Wharton,Precinct 303,State Representative,85,Phil Stephenson,REP,1035,267,708,60,0
Wharton,Precinct 303,State Representative,85,Jennifer Cantu,DEM,128,50,66,12,0
Wharton,Precinct 401,Registered Voters,,,,2643,,,,
Wharton,Precinct 401,Ballots Cast,,,,1029,347,620,62,0
Wharton,Precinct 401,Straight Party,,,REP,366,103,240,23,0
Wharton,Precinct 401,Straight Party,,,DEM,339,147,163,29,0
Wharton,Precinct 401,Straight Party,,,LIB,1,1,0,0,0
Wharton,Precinct 401,U.S. Senate,,Ted Cruz,REP,568,148,392,28,0
Wharton,Precinct 401,U.S. Senate,,Beto O'Rourke,DEM,447,192,222,33,0
Wharton,Precinct 401,U.S. Senate,,Neal M Dikeman,LIB,4,3,1,0,0
Wharton,Precinct 401,U.S. House,27,Michael Cloud,REP,566,11,386,29,0
Wharton,Precinct 401,U.S. House,27,Eric Holguin,DEM,431,180,219,32,0
Wharton,Precinct 401,U.S. House,27,Daniel Tinus,LIB,8,5,3,0,0
Wharton,Precinct 401,U.S. House,27,James Duerr,IND,7,4,3,0,0
Wharton,Precinct 401,Governor,,Greg Abbott,REP,591,161,401,29,0
Wharton,Precinct 401,Governor,,Lupe Valdez,DEM,417,175,210,32,0
Wharton,Precinct 401,Governor,,Mark Jay Tippetts,LIB,7,4,3,0,0
Wharton,Precinct 401,Lieutenant Governor,,Dan Patrick,REP,566,153,385,28,0
Wharton,Precinct 401,Lieutenant Governor,,Mike Collier,DEM,432,176,224,32,0
Wharton,Precinct 401,Lieutenant Governor,,Kerry Douglas McKennon,LIB,12,9,3,0,0
Wharton,Precinct 401,Attorney General,,Ken Paxton,REP,545,148,369,28,0
Wharton,Precinct 401,Attorney General,,Justin Nelson,DEM,450,186,231,33,0
Wharton,Precinct 401,Attorney General,,Michael Ray Harris,LIB,17,6,11,0,0
Wharton,Precinct 401,Comptroller of Public Accounts,,Glenn Hegar,REP,566,151,386,29,0
Wharton,Precinct 401,Comptroller of Public Accounts,,Joi Chevalier,DEM,419,171,216,32,0
Wharton,Precinct 401,Comptroller of Public Accounts,,Ben Sanders,LIB,27,18,8,1,0
Wharton,Precinct 401,Commissioner of the General Land Office,,George P. Bush,REP,566,160,379,27,0
Wharton,Precinct 401,Commissioner of the General Land Office,,Miguel Suazo,DEM,433,179,222,32,0
Wharton,Precinct 401,Commissioner of the General Land Office,,Matt Pina,LIB,13,2,10,1,0
Wharton,Precinct 401,Railroad Commissioner,,Christi Craddick,REP,554,152,375,27,0
Wharton,Precinct 401,Railroad Commissioner,,Roman McAllen,DEM,437,182,223,32,0
Wharton,Precinct 401,Railroad Commissioner,,Mike Wright,LIB,18,5,12,1,0
Wharton,Precinct 401,State Representative,85,Phil Stephenson,REP,564,151,384,29,0
Wharton,Precinct 401,State Representative,85,Jennifer Cantu,DEM,448,187,229,32,0
Wharton,Precinct 402,Registered Voters,,,,1573,,,,
Wharton,Precinct 402,Ballots Cast,,,,651,174,447,30,0
Wharton,Precinct 402,Straight Party,,,REP,313,78,220,15,0
Wharton,Precinct 402,Straight Party,,,DEM,125,54,63,8,0
Wharton,Precinct 402,Straight Party,,,LIB,2,2,0,0,0
Wharton,Precinct 402,U.S. Senate,,Ted Cruz,REP,477,102,355,20,0
Wharton,Precinct 402,U.S. Senate,,Beto O'Rourke,DEM,170,70,91,9,0
Wharton,Precinct 402,U.S. Senate,,Neal M Dikeman,LIB,2,1,1,0,0
Wharton,Precinct 402,U.S. House,27,Michael Cloud,REP,482,103,359,20,0
Wharton,Precinct 402,U.S. House,27,Eric Holguin,DEM,151,61,81,9,0
